,latitude,longitude,cluster_label
400,30.58333,114.26667,26
401,20.593684,78.96288,1
402,32.71571,-117.16472,3
403,42.230171,-71.530106,15
404,20.593684,78.96288,1
405,33.10317,-96.67055,12
406,36.116203,-119.618564,3
407,36.204824,138.252924,4
408,40.463667,-3.74922,24
409,36.116203,-119.618564,3
410,33.749,-84.38798,5
411,50.50301,13.63617,25
412,21.52536,-78.22579,10
413,40.349457,-88.986137,14
414,36.116203,-119.618564,3
415,56.130366,-106.346771,17
416,42.230171,-71.530106,15
417,42.230171,-71.530106,15
418,47.60621,-122.33207,19
419,37.09024,-95.712891,12
420,56.130366,-106.346771,17
421,21.52536,-78.22579,10
422,33.040619,-83.643074,5
423,21.52536,-78.22579,10
424,35.86166,104.195397,9
425,35.907757,127.766922,4
426,45.43713,12.33265,2
427,42.12922,-80.08506,5
428,33.66808,-117.32726,3
429,32.427908,53.688046,13
430,13.75398,100.50144,28
431,36.116203,-119.618564,3
432,20.593684,78.96288,1
433,36.116203,-119.618564,3
434,56.130366,-106.346771,17
435,38.472853,-77.015427,5
436,45.45008,-73.46583,15
437,36.116203,-119.618564,3
438,31.054487,-97.563461,12
439,42.230171,-71.530106,15
440,32.427908,53.688046,13
441,42.35843,-71.05977,15
442,51.48755,-0.16936,16
443,41.85003,-87.65005,14
444,47.60621,-122.33207,19
445,4.210484,101.975766,28
446,21.52536,-78.22579,10
447,42.011539,-93.210526,0
448,21.52536,-78.22579,10
449,42.230171,-71.530106,15
450,31.054487,-97.563461,12
451,27.903108,-82.739519,10
452,42.35843,-71.05977,15
453,21.52536,-78.22579,10
454,51.75222,-1.25596,16
455,32.71571,-117.16472,3
456,4.210484,101.975766,28
457,35.52056,139.71722,4
458,21.52536,-78.22579,10
459,40.349457,-88.986137,14
460,30.58333,114.26667,26
461,36.116203,-119.618564,3
462,44.268543,-89.616508,14
463,37.87159,-122.27275,3
464,40.349457,-88.986137,14
465,33.95335,-117.39616,3
466,33.15067,-96.82361,12
467,39.09973,-94.57857,14
468,29.167817,-95.434647,12
469,35.86166,104.195397,9
470,33.95335,-117.39616,3
471,42.35843,-71.05977,15
472,36.116203,-119.618564,3
473,49.06651,18.92399,25
474,40.349457,-88.986137,14
475,40.6976,-74.2632,15
476,42.35843,-71.05977,15
477,36.116203,-119.618564,3
478,36.116203,-119.618564,3
479,33.87529,-117.56644,3
480,-12.97111,-38.51083,6
481,37.77493,-122.41942,3
482,43.70011,-79.4163,5
483,35.14953,-90.04898,14
484,34.05223,-118.24368,3
485,34.05223,-118.24368,3
486,34.06334,-117.65089,3
487,44.693947,-69.381927,15
488,56.130366,-106.346771,17
489,44.299782,-99.438828,0
490,36.116203,-119.618564,3
491,35.86166,104.195397,9
492,40.42331,-104.70913,27
493,21.52536,-78.22579,10
494,22.40694,-79.96472,10
495,31.054487,-97.563461,12
496,33.95335,-117.39616,3
497,37.77493,-122.41942,3
498,35.86166,104.195397,9
499,42.230171,-71.530106,15
500,37.09024,-95.712891,12
501,60.128161,18.643501,25
502,21.52536,-78.22579,10
503,34.10834,-117.28977,3
504,36.116203,-119.618564,3
505,31.054487,-97.563461,12
506,47.60621,-122.33207,19
507,60.128161,18.643501,25
508,40.590752,-77.209755,5
509,49.88307,-119.48568,19
510,33.95335,-117.39616,3
511,-25.274398,133.775136,7
512,35.86166,104.195397,9
513,34.06334,-117.65089,3
514,31.046051,34.851612,20
515,36.116203,-119.618564,3
516,30.375321,69.345116,1
517,35.86166,104.195397,9
518,35.907757,127.766922,4
519,21.52536,-78.22579,10
520,35.86166,104.195397,9
521,47.25288,-122.44429,19
522,54.9,-1.51667,16
523,40.463667,-3.74922,24
524,34.05223,-118.24368,3
525,56.130366,-106.346771,17
526,31.054487,-97.563461,12
527,15.03425,120.68445,18
528,41.89193,12.51133,2
529,21.52536,-78.22579,10
530,34.06334,-117.65089,3
531,40.71427,-74.00597,15
532,35.86166,104.195397,9
533,30.26715,-97.74306,12
534,42.230171,-71.530106,15
535,41.85003,-87.65005,14
536,50.50301,13.63617,25
537,42.35843,-71.05977,15
538,36.204824,138.252924,4
539,33.040619,-83.643074,5
540,30.58333,114.26667,26
541,34.05223,-118.24368,3
542,36.116203,-119.618564,3
543,18.38078,-65.95739,10
544,34.05223,-118.24368,3
545,30.239513,-97.69127,12
546,31.054487,-97.563461,12
547,41.61674,0.62218,24
548,31.046051,34.851612,20
549,51.87819,0.55292,16
550,22.27832,114.17469,26
551,36.116203,-119.618564,3
552,42.230171,-71.530106,15
553,31.25181,34.7913,20
554,21.52536,-78.22579,10
555,42.35843,-71.05977,15
556,40.349457,-88.986137,14
557,14.6982,121.1236,18
558,42.230171,-71.530106,15
559,37.87159,-122.27275,3
560,25.77427,-80.19366,10
561,42.230171,-71.530106,15
562,31.054487,-97.563461,12
563,49.06651,18.92399,25
564,21.52536,-78.22579,10
565,35.86166,104.195397,9
566,33.95335,-117.39616,3
567,51.50853,-0.12574,16
568,40.42331,-104.70913,27
569,36.116203,-119.618564,3
570,27.94752,-82.45843,10
571,42.26259,-71.80229,15
572,33.95335,-117.39616,3
573,51.75222,-1.25596,16
574,50.50301,13.63617,25
575,26.33583,127.80139,4
576,35.86166,104.195397,9
577,40.71427,-74.00597,15
578,30.58333,114.26667,26
579,22.27832,114.17469,26
580,35.86166,104.195397,9
581,53.55014,-113.46871,17
582,21.52536,-78.22579,10
583,30.26715,-97.74306,12
584,21.52536,-78.22579,10
585,20.593684,78.96288,1
586,52.48142,-1.89983,16
587,33.95335,-117.39616,3
588,43.326618,-84.536095,5
589,-14.235004,-51.92528,6
590,-35.675147,-71.542969,6
591,34.06334,-117.65089,3
592,42.35843,-71.05977,15
593,35.33951,-97.4867,12
594,43.70011,-79.4163,5
595,30.100772,-97.310639,12
596,37.80437,-122.2708,3
597,50.50301,13.63617,25
598,33.95335,-117.39616,3
599,20.593684,78.96288,1
600,25.77427,-80.19366,10
601,40.463667,-3.74922,24
602,36.116203,-119.618564,3
603,28.65195,77.23149,1
604,37.77493,-122.41942,3
605,21.52536,-78.22579,10
606,33.729759,-111.431221,3
607,31.054487,-97.563461,12
608,33.95335,-117.39616,3
609,37.919479,-121.951543,3
610,39.72943,-104.83192,27
611,40.463667,-3.74922,24
612,36.116203,-119.618564,3
613,42.230171,-71.530106,15
614,22.40694,-79.96472,10
615,54.9,-1.51667,16
616,31.054487,-97.563461,12
617,40.349457,-88.986137,14
618,42.230171,-71.530106,15
619,50.50301,13.63617,25
620,30.50826,-97.6789,12
621,42.230171,-71.530106,15
622,42.230171,-71.530106,15
623,37.76521,-122.24164,3
624,33.040619,-83.643074,5
625,38.525182,-122.92611,3
626,45.694454,-93.900192,0
627,17.38405,78.45636,1
628,50.50301,13.63617,25
629,36.116203,-119.618564,3
630,31.169546,-91.867805,12
631,33.95335,-117.39616,3
632,39.73915,-104.9847,27
633,34.10834,-117.28977,3
634,43.10012,-79.06627,5
635,40.4165,-3.70256,24
636,54.9,-1.51667,16
637,33.95335,-117.39616,3
638,42.35843,-71.05977,15
639,42.04114,-87.69006,14
640,20.593684,78.96288,1
641,51.48755,-0.16936,16
642,42.230171,-71.530106,15
643,31.054487,-97.563461,12
644,36.204824,138.252924,4
645,35.86166,104.195397,9
646,36.116203,-119.618564,3
647,22.40694,-79.96472,10
648,51.75222,-1.25596,16
649,17.99702,-76.79358,10
650,42.3876,-71.0995,15
651,42.35843,-71.05977,15
652,34.06334,-117.65089,3
653,51.50853,-0.12574,16
654,-14.235004,-51.92528,6
655,37.919479,-121.951543,3
656,39.9075,116.39723,26
657,41.85003,-87.65005,14
658,21.52536,-78.22579,10
659,25.77427,-80.19366,10
660,20.593684,78.96288,1
661,1.28967,103.85007,28
662,35.565342,-96.928917,12
663,35.747845,-86.692345,14
664,34.05223,-118.24368,3
665,21.52536,-78.22579,10
666,21.52536,-78.22579,10
667,45.694454,-93.900192,0
668,37.21533,-93.29824,14
669,51.75222,-1.25596,16
670,56.130366,-106.346771,17
671,21.52536,-78.22579,10
672,56.130366,-106.346771,17
673,33.749,-84.38798,5
674,20.593684,78.96288,1
675,55.75222,37.61556,25
676,-25.274398,133.775136,7
677,54.9,-1.51667,16
678,47.490599,-121.833996,19
679,42.230171,-71.530106,15
680,31.046051,34.851612,20
681,48.4359,-123.35155,19
682,34.06334,-117.65089,3
683,33.78779,-117.85311,3
684,21.52536,-78.22579,10
685,47.538569,-90.290189,0
686,42.230171,-71.530106,15
687,31.054487,-97.563461,12
688,36.116203,-119.618564,3
689,51.48755,-0.16936,16
690,40.463667,-3.74922,24
691,56.130366,-106.346771,17
692,36.116203,-119.618564,3
693,25.77427,-80.19366,10
694,40.349457,-88.986137,14
695,42.35843,-71.05977,15
696,45.694454,-93.900192,0
697,-14.235004,-51.92528,6
698,40.590752,-77.209755,5
699,34.27834,-119.29317,3
700,20.593684,78.96288,1
701,22.27832,114.17469,26
702,34.05223,-118.24368,3
703,26.820553,30.802498,20
704,45.694454,-93.900192,0
705,34.10834,-117.28977,3
706,36.116203,-119.618564,3
707,20.593684,78.96288,1
708,35.86166,104.195397,9
709,42.35843,-71.05977,15
710,40.590752,-77.209755,5
711,42.35843,-71.05977,15
712,51.75222,-1.25596,16
713,47.60621,-122.33207,19
714,34.05223,-118.24368,3
715,34.06334,-117.65089,3
716,35.565342,-96.928917,12
717,54.9,-1.51667,16
718,21.52536,-78.22579,10
719,49.8844,-97.14704,0
720,39.72943,-104.83192,27
721,42.230171,-71.530106,15
722,40.71427,-74.00597,15
723,51.45625,-0.97113,16
724,48.070464,-121.936784,19
725,51.50853,-0.12574,16
726,27.94752,-82.45843,10
727,42.911532,-71.723055,15
728,-37.814,144.96332,7
729,47.60621,-122.33207,19
730,29.21081,-81.02283,10
731,36.116203,-119.618564,3
732,32.427908,53.688046,13
733,44.05817,-121.31531,19
734,40.463667,-3.74922,24
735,53.61766,-2.1552,16
736,40.349457,-88.986137,14
737,21.52536,-78.22579,10
738,42.230171,-71.530106,15
739,34.802075,38.996815,20
740,25.77427,-80.19366,10
741,31.046051,34.851612,20
742,34.802075,38.996815,20
743,36.116203,-119.618564,3
744,35.86166,104.195397,9
745,32.427908,53.688046,13
746,42.35843,-71.05977,15
747,39.09973,-94.57857,14
748,32.806671,-86.79113,14
749,21.52536,-78.22579,10
750,42.230171,-71.530106,15
751,39.063946,-76.802101,5
752,30.58333,114.26667,26
753,31.054487,-97.563461,12
754,56.130366,-106.346771,17
755,47.538569,-90.290189,0
756,34.06334,-117.65089,3
757,30.26715,-97.74306,12
758,34.10834,-117.28977,3
759,-28.10391,26.86593,11
760,42.230171,-71.530106,15
761,40.35481,18.17244,2
762,40.48622,-74.45182,15
763,42.35843,-71.05977,15
764,14.2814,121.4161,18
765,36.204824,138.252924,4
766,42.24087,-83.26965,5
767,44.40011,-79.66634,5
768,42.230171,-71.530106,15
769,56.130366,-106.346771,17
770,40.590752,-77.209755,5
771,41.85003,-87.65005,14
772,42.49044,-83.01304,5
773,33.95335,-117.39616,3
774,41.87194,12.56738,2
775,33.95335,-117.39616,3
776,36.116203,-119.618564,3
777,35.907757,127.766922,4
778,-37.814,144.96332,7
779,-37.814,144.96332,7
780,34.06334,-117.65089,3
781,20.593684,78.96288,1
782,56.130366,-106.346771,17
783,42.35843,-71.05977,15
784,20.593684,78.96288,1
785,42.35843,-71.05977,15
786,35.86166,104.195397,9
787,35.86166,104.195397,9
788,42.230171,-71.530106,15
789,41.85003,-87.65005,14
790,42.230171,-71.530106,15
791,36.116203,-119.618564,3
792,36.204824,138.252924,4
793,48.4359,-123.35155,19
794,31.046051,34.851612,20
795,-37.814,144.96332,7
796,29.95465,-90.07507,12
797,34.06334,-117.65089,3
798,1.28967,103.85007,28
799,23.69781,120.960515,26
800,-14.235004,-51.92528,6
801,42.35843,-71.05977,15
802,41.85003,-87.65005,14
803,36.116203,-119.618564,3
804,34.22573,-77.94471,5
805,40.298904,-74.521011,15
806,41.85003,-87.65005,14
807,21.52536,-78.22579,10
808,48.85341,2.3488,16
809,35.86166,104.195397,9
810,29.31166,47.481766,13
811,35.565342,-96.928917,12
812,42.230171,-71.530106,15
813,20.593684,78.96288,1
814,56.130366,-106.346771,17
815,14.6982,121.1236,18
816,42.230171,-71.530106,15
817,56.130366,-106.346771,17
818,40.349457,-88.986137,14
819,41.85003,-87.65005,14
820,5.152149,46.199616,22
821,41.87194,12.56738,2
822,31.046051,34.851612,20
823,21.52536,-78.22579,10
824,22.40694,-79.96472,10
825,27.94752,-82.45843,10
826,37.76521,-122.24164,3
827,42.011539,-93.210526,0
828,43.70011,-79.4163,5
829,47.490599,-121.833996,19
830,21.52536,-78.22579,10
831,25.77427,-80.19366,10
832,31.046051,34.851612,20
833,37.30216,-120.48297,3
834,40.349457,-88.986137,14
835,56.130366,-106.346771,17
836,42.230171,-71.530106,15
837,35.346629,-118.729506,3
838,7.70131,-72.35569,10
839,42.230171,-71.530106,15
840,41.85003,-87.65005,14
841,33.95335,-117.39616,3
842,34.06334,-117.65089,3
843,40.349457,-88.986137,14
844,12.565679,104.990963,28
845,40.349457,-88.986137,14
846,33.78779,-117.85311,3
847,33.95335,-117.39616,3
848,42.3876,-71.0995,15
849,25.77427,-80.19366,10
850,34.802075,38.996815,20
851,33.95335,-117.39616,3
852,40.42331,-104.70913,27
853,45.694454,-93.900192,0
854,56.130366,-106.346771,17
855,31.054487,-97.563461,12
856,33.95335,-117.39616,3
857,42.230171,-71.530106,15
858,20.593684,78.96288,1
859,41.85003,-87.65005,14
860,37.09024,-95.712891,12
861,32.71571,-117.16472,3
862,21.52536,-78.22579,10
863,47.60621,-122.33207,19
864,39.73915,-104.9847,27
865,42.230171,-71.530106,15
866,45.694454,-93.900192,0
867,47.60621,-122.33207,19
868,20.593684,78.96288,1
869,40.150032,-111.862434,27
870,31.054487,-97.563461,12
871,-25.274398,133.775136,7
872,20.593684,78.96288,1
873,25.77427,-80.19366,10
874,40.388783,-82.764915,5
875,52.132633,5.291266,16
876,20.593684,78.96288,1
877,20.593684,78.96288,1
878,42.230171,-71.530106,15
879,33.87529,-117.56644,3
880,34.10834,-117.28977,3
881,31.054487,-97.563461,12
882,36.116203,-119.618564,3
883,42.35843,-71.05977,15
884,40.71427,-74.00597,15
885,35.747845,-86.692345,14
886,33.95335,-117.39616,3
887,40.349457,-88.986137,14
888,36.204824,138.252924,4
889,21.52536,-78.22579,10
890,37.09024,-95.712891,12
891,-37.814,144.96332,7
892,40.349457,-88.986137,14
893,30.26715,-97.74306,12
894,34.10834,-117.28977,3
895,22.27832,114.17469,26
896,40.349457,-88.986137,14
897,19.07283,72.88261,1
898,42.35843,-71.05977,15
899,38.53816,-0.13098,24
900,42.35843,-71.05977,15
901,33.95335,-117.39616,3
902,20.593684,78.96288,1
903,20.593684,78.96288,1
904,31.054487,-97.563461,12
905,36.116203,-119.618564,3
906,47.490599,-121.833996,19
907,39.73915,-104.9847,27
908,27.94752,-82.45843,10
909,42.230171,-71.530106,15
910,47.528912,-99.784012,0
911,47.55839,7.57327,2
912,42.230171,-71.530106,15
913,37.80437,-122.2708,3
914,40.349457,-88.986137,14
915,41.87194,12.56738,2
916,35.86166,104.195397,9
917,21.52536,-78.22579,10
918,21.52536,-78.22579,10
919,37.77493,-122.41942,3
920,12.97194,77.59369,1
921,52.48142,-1.89983,16
922,39.73915,-104.9847,27
923,31.054487,-97.563461,12
924,42.230171,-71.530106,15
925,31.054487,-97.563461,12
926,49.14399,-122.9068,19
927,31.046051,34.851612,20
928,21.52536,-78.22579,10
929,21.52536,-78.22579,10
930,40.349457,-88.986137,14
931,42.40843,-71.01199,15
932,35.7721,-78.63861,5
933,32.741646,-89.678696,12
934,45.694454,-93.900192,0
935,36.116203,-119.618564,3
936,35.86166,104.195397,9
937,37.77493,-122.41942,3
938,33.87529,-117.56644,3
939,40.349457,-88.986137,14
940,40.349457,-88.986137,14
941,30.26715,-97.74306,12
942,34.06334,-117.65089,3
943,42.230171,-71.530106,15
